broken clouds,270.75,265.23,269.82,271.48,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:33:00
broken clouds,270.75,265.23,269.82,271.48,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:33:30
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:34:01
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:34:31
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:35:01
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:35:32
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:36:02
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:36:33
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:37:03
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:37:33
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:38:04
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:38:34
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:39:05
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:39:35
broken clouds,271.19,265.7,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:40:05
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:40:36
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:41:06
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:41:37
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:42:07
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:42:37
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:43:08
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:43:38
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:44:10
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:44:40
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:45:11
broken clouds,271.27,265.79,270.37,272.04,1023,59,3.6,1612884667,1612920145,Vancouver,2021-02-09 17:45:41
